"","Signature","Gene"
"589","Wouters Melanocytic cell state","ZNF703"
"590","Wouters Melanocytic cell state","ST3GAL4"
"591","Wouters Melanocytic cell state","MYC"
"592","Wouters Melanocytic cell state","C9orf43"
"593","Wouters Melanocytic cell state","LINC00849"
"594","Wouters Melanocytic cell state","GSTM4"
"595","Wouters Melanocytic cell state","UST"
"596","Wouters Melanocytic cell state","ATP6V1E2"
"597","Wouters Melanocytic cell state","LARGE"
"598","Wouters Melanocytic cell state","ATP6V1C1"
"599","Wouters Melanocytic cell state","NUP93"
"600","Wouters Melanocytic cell state","IRX5"
"601","Wouters Melanocytic cell state","ADCK1"
"602","Wouters Melanocytic cell state","NAB2"
"603","Wouters Melanocytic cell state","LAMTOR5-AS1"
"604","Wouters Melanocytic cell state","GNPDA1"
"605","Wouters Melanocytic cell state","LIPT2"
"606","Wouters Melanocytic cell state","YBX1"
"607","Wouters Melanocytic cell state","OXNAD1"
"608","Wouters Melanocytic cell state","CLN6"
"609","Wouters Melanocytic cell state","SLC43A3"
"610","Wouters Melanocytic cell state","ZNF749"
"611","Wouters Melanocytic cell state","ACSL3"
"612","Wouters Melanocytic cell state","ATP6V0B"
"613","Wouters Melanocytic cell state","TRIM62"
"614","Wouters Melanocytic cell state","RCC2"
"615","Wouters Melanocytic cell state","ATP11A"
"616","Wouters Melanocytic cell state","AC083843.1"
"617","Wouters Melanocytic cell state","MFAP3L"
"618","Wouters Melanocytic cell state","EIF5A2"
"619","Wouters Melanocytic cell state","GCAT"
"620","Wouters Melanocytic cell state","CA5BP1"
"621","Wouters Melanocytic cell state","XPNPEP3"
"622","Wouters Melanocytic cell state","CCNB1IP1"
"623","Wouters Melanocytic cell state","EEF1A1P8"
"624","Wouters Melanocytic cell state","MDGA2"
"625","Wouters Melanocytic cell state","MIIP"
"626","Wouters Melanocytic cell state","R3HCC1L"
"627","Wouters Melanocytic cell state","MUTYH"
"628","Wouters Melanocytic cell state","SASH1"
"629","Wouters Melanocytic cell state","MVD"
"630","Wouters Melanocytic cell state","SLC3A2"
"631","Wouters Melanocytic cell state","TMEM86A"
"632","Wouters Melanocytic cell state","ATP1A1OS"
"633","Wouters Melanocytic cell state","GLUD2"
"634","Wouters Melanocytic cell state","YPEL4"
"635","Wouters Melanocytic cell state","ZBTB10"
"636","Wouters Melanocytic cell state","E2F2"
"637","Wouters Melanocytic cell state","SLC25A16"
"638","Wouters Melanocytic cell state","IFT81"
"639","Wouters Melanocytic cell state","F10"
"640","Wouters Melanocytic cell state","MTUS1"
"641","Wouters Melanocytic cell state","HSPBAP1"
"642","Wouters Melanocytic cell state","C12orf66"
"643","Wouters Melanocytic cell state","RP11-418J17.1"
"644","Wouters Melanocytic cell state","ZBED3-AS1"
"645","Wouters Melanocytic cell state","SDC3"
"646","Wouters Melanocytic cell state","TMEM97"
"647","Wouters Melanocytic cell state","XYLB"
"648","Wouters Melanocytic cell state","RP11-660L16.2"
"649","Wouters Melanocytic cell state","SYT14"
"650","Wouters Melanocytic cell state","DGCR6"
"651","Wouters Melanocytic cell state","SLC39A6"
"652","Wouters Melanocytic cell state","SREBF2"
"653","Wouters Melanocytic cell state","DHCR24"
"654","Wouters Melanocytic cell state","PPP1R3F"
"655","Wouters Melanocytic cell state","NCK2"
"656","Wouters Melanocytic cell state","FAXC"
"657","Wouters Melanocytic cell state","C11orf24"
"658","Wouters Melanocytic cell state","AUNIP"
"659","Wouters Melanocytic cell state","ENTPD6"
"660","Wouters Melanocytic cell state","TRIM33"
"661","Wouters Melanocytic cell state","FAM161A"
"662","Wouters Melanocytic cell state","LONP2"
"663","Wouters Melanocytic cell state","TRAK2"
"664","Wouters Melanocytic cell state","CNIH3"
"665","Wouters Melanocytic cell state","MARS2"
"666","Wouters Melanocytic cell state","PELI1"
"667","Wouters Melanocytic cell state","SGK3"
"668","Wouters Melanocytic cell state","CNNM2"
"669","Wouters Melanocytic cell state","PIK3CB"
"670","Wouters Melanocytic cell state","DUSP16"
"671","Wouters Melanocytic cell state","DHCR7"
"672","Wouters Melanocytic cell state","AC093642.5"
"673","Wouters Melanocytic cell state","ARHGAP42"
"674","Wouters Melanocytic cell state","GNB1L"
"675","Wouters Melanocytic cell state","GPR153"
"676","Wouters Melanocytic cell state","ARRB1"
"677","Wouters Melanocytic cell state","FASN"
"678","Wouters Melanocytic cell state","USP53"
"679","Wouters Melanocytic cell state","FUOM"
"680","Wouters Melanocytic cell state","ZBTB24"
"681","Wouters Melanocytic cell state","LIMK2"
"682","Wouters Melanocytic cell state","PSPH"
"683","Wouters Melanocytic cell state","BIN3"
"684","Wouters Melanocytic cell state","PLD1"
"685","Wouters Melanocytic cell state","ANKRD9"
"686","Wouters Melanocytic cell state","PCK2"
"687","Wouters Melanocytic cell state","GAREM"
"688","Wouters Melanocytic cell state","SPIRE1"
"689","Wouters Melanocytic cell state","CERS1"
"690","Wouters Melanocytic cell state","LINC00337"
"691","Wouters Melanocytic cell state","HDAC4"
"692","Wouters Melanocytic cell state","MAFF"
"693","Wouters Melanocytic cell state","SLC31A1"
"694","Wouters Melanocytic cell state","IMPA2"
"695","Wouters Melanocytic cell state","PPP1R3D"
"696","Wouters Melanocytic cell state","FAM210A"
"697","Wouters Melanocytic cell state","ZNF689"
"698","Wouters Melanocytic cell state","DAAM1"
"699","Wouters Melanocytic cell state","MORN1"
"700","Wouters Melanocytic cell state","P2RX4"
"701","Wouters Melanocytic cell state","CLYBL"
"702","Wouters Melanocytic cell state","ACSS1"
"703","Wouters Melanocytic cell state","PEPD"
"704","Wouters Melanocytic cell state","CYB561A3"
"705","Wouters Melanocytic cell state","STRADB"
"706","Wouters Melanocytic cell state","PDCD4-AS1"
"707","Wouters Melanocytic cell state","NBL1"
"708","Wouters Melanocytic cell state","ITPK1"
"709","Wouters Melanocytic cell state","PC"
"710","Wouters Melanocytic cell state","GNG12-AS1"
"711","Wouters Melanocytic cell state","CAMKMT"
"712","Wouters Melanocytic cell state","TRAF3IP2"
"713","Wouters Melanocytic cell state","ANKRD54"
"714","Wouters Melanocytic cell state","TMEM201"
"715","Wouters Melanocytic cell state","PTP4A1"
"716","Wouters Melanocytic cell state","ARNT2"
"717","Wouters Melanocytic cell state","TCFL5"
"718","Wouters Melanocytic cell state","EGR2"
"719","Wouters Melanocytic cell state","PPFIA1"
"720","Wouters Melanocytic cell state","PLEKHA5"
"721","Wouters Melanocytic cell state","IGSF8"
"722","Wouters Melanocytic cell state","LRP4"
"723","Wouters Melanocytic cell state","NT5M"
"724","Wouters Melanocytic cell state","DAB2"
"725","Wouters Melanocytic cell state","C21orf67"
"726","Wouters Melanocytic cell state","SMPD2"
"727","Wouters Melanocytic cell state","SFXN4"
"728","Wouters Melanocytic cell state","SOGA3"
"729","Wouters Melanocytic cell state","HOGA1"
"730","Wouters Melanocytic cell state","AIFM2"
"731","Wouters Melanocytic cell state","ARSG"
"732","Wouters Melanocytic cell state","TRPV2"
"733","Wouters Melanocytic cell state","ZC3H13"
"734","Wouters Melanocytic cell state","MTFP1"
"735","Wouters Melanocytic cell state","ETV4"
"736","Wouters Melanocytic cell state","RP4-555D20.4"
"737","Wouters Melanocytic cell state","BBS5"
"738","Wouters Melanocytic cell state","CHST2"
"739","Wouters Melanocytic cell state","WDFY1"
"740","Wouters Melanocytic cell state","GRHL1"
"741","Wouters Melanocytic cell state","SORD"
"742","Wouters Melanocytic cell state","TPD52"
"743","Wouters Melanocytic cell state","PACSIN2"
"744","Wouters Melanocytic cell state","PLEKHO2"
"745","Wouters Melanocytic cell state","RANBP10"
"746","Wouters Melanocytic cell state","SOAT1"
"747","Wouters Melanocytic cell state","DAAM2"
"748","Wouters Melanocytic cell state","SRCIN1"
"749","Wouters Melanocytic cell state","PPP2R5A"
"750","Wouters Melanocytic cell state","SLC25A13"
"751","Wouters Melanocytic cell state","C16orf86"
"752","Wouters Melanocytic cell state","SAMM50"
"753","Wouters Melanocytic cell state","AC000068.5"
"754","Wouters Melanocytic cell state","NDUFA6-AS1"
"755","Wouters Melanocytic cell state","WIPI1"
"756","Wouters Melanocytic cell state","NEU3"
"757","Wouters Melanocytic cell state","HMOX1"
"758","Wouters Melanocytic cell state","GPR161"
"759","Wouters Melanocytic cell state","UBL3"
"760","Wouters Melanocytic cell state","GAB2"
"761","Wouters Melanocytic cell state","ZC3HAV1L"
"762","Wouters Melanocytic cell state","TRIM47"
"763","Wouters Melanocytic cell state","MAST1"
"764","Wouters Melanocytic cell state","RP11-273G15.2"
"765","Wouters Melanocytic cell state","KLRG1"
"766","Wouters Melanocytic cell state","RBKS"
"767","Wouters Melanocytic cell state","ANKRD44"
"768","Wouters Melanocytic cell state","CREM"
"769","Wouters Melanocytic cell state","RP1-257A7.4"
"770","Wouters Melanocytic cell state","ACAT2"
"771","Wouters Melanocytic cell state","PPARA"
"772","Wouters Melanocytic cell state","SCARB1"
"773","Wouters Melanocytic cell state","ESYT3"
"774","Wouters Melanocytic cell state","RNF19B"
"775","Wouters Melanocytic cell state","FYN"
"776","Wouters Melanocytic cell state","GDPD5"
"777","Wouters Melanocytic cell state","GFOD1"
"778","Wouters Melanocytic cell state","INPP5F"
"779","Wouters Melanocytic cell state","LRRC16B"
"780","Wouters Melanocytic cell state","FAM134B"
"781","Wouters Melanocytic cell state","MMP15"
"782","Wouters Melanocytic cell state","PTAFR"
"783","Wouters Melanocytic cell state","SPSB1"
"784","Wouters Melanocytic cell state","GRB10"
"785","Wouters Melanocytic cell state","MIR146A"
"786","Wouters Melanocytic cell state","C1orf233"
"787","Wouters Melanocytic cell state","CHAC1"
"788","Wouters Melanocytic cell state","RP11-332H18.4"
"789","Wouters Melanocytic cell state","IDH1"
"790","Wouters Melanocytic cell state","RGS10"
"791","Wouters Melanocytic cell state","SESN2"
"792","Wouters Melanocytic cell state","FRAT2"
"793","Wouters Melanocytic cell state","SGK1"
"794","Wouters Melanocytic cell state","ADAM23"
"795","Wouters Melanocytic cell state","AC012358.4"
"796","Wouters Melanocytic cell state","AC016831.7"
"797","Wouters Melanocytic cell state","KAT2B"
"798","Wouters Melanocytic cell state","BACH2"
"799","Wouters Melanocytic cell state","CTD-2033A16.3"
"800","Wouters Melanocytic cell state","NRG2"
"801","Wouters Melanocytic cell state","SNX10"
"802","Wouters Melanocytic cell state","DIP2B"
"803","Wouters Melanocytic cell state","ATP1A1"
"804","Wouters Melanocytic cell state","HEY1"
"805","Wouters Melanocytic cell state","USP54"
"806","Wouters Melanocytic cell state","PLSCR1"
"807","Wouters Melanocytic cell state","TRIM2"
"808","Wouters Melanocytic cell state","DFNB31"
"809","Wouters Melanocytic cell state","CTNNB1"
"810","Wouters Melanocytic cell state","INPP4B"
"811","Wouters Melanocytic cell state","TYRO3"
"812","Wouters Melanocytic cell state","RHOQ"
"813","Wouters Melanocytic cell state","SOX13"
"814","Wouters Melanocytic cell state","TMEM56"
"815","Wouters Melanocytic cell state","CROCC"
"816","Wouters Melanocytic cell state","CGN"
"817","Wouters Melanocytic cell state","GRTP1"
"818","Wouters Melanocytic cell state","ABLIM1"
"819","Wouters Melanocytic cell state","C5orf22"
"820","Wouters Melanocytic cell state","VAV3"
"821","Wouters Melanocytic cell state","USP18"
"822","Wouters Melanocytic cell state","LDLRAD3"
"823","Wouters Melanocytic cell state","LYST"
"824","Wouters Melanocytic cell state","GNPTAB"
"825","Wouters Melanocytic cell state","GPR157"
"826","Wouters Melanocytic cell state","RGS20"
"827","Wouters Melanocytic cell state","KIAA1024"
"828","Wouters Melanocytic cell state","KIAA0930"
"829","Wouters Melanocytic cell state","HOXD-AS1"
"830","Wouters Melanocytic cell state","RAB6B"
"831","Wouters Melanocytic cell state","FN3K"
"832","Wouters Melanocytic cell state","PIM3"
"833","Wouters Melanocytic cell state","ACSL1"
"834","Wouters Melanocytic cell state","Z97634.5"
"835","Wouters Melanocytic cell state","CTD-3065J16.9"
"836","Wouters Melanocytic cell state","PRR22"
"837","Wouters Melanocytic cell state","MYO5A"
"838","Wouters Melanocytic cell state","PLLP"
"839","Wouters Melanocytic cell state","ANKRD6"
"840","Wouters Melanocytic cell state","DTNB"
"841","Wouters Melanocytic cell state","PLCG2"
"842","Wouters Melanocytic cell state","C14orf182"
"843","Wouters Melanocytic cell state","CPEB1"
"844","Wouters Melanocytic cell state","SH2D3C"
"845","Wouters Melanocytic cell state","FAHD2B"
"846","Wouters Melanocytic cell state","PRKAG2-AS1"
"847","Wouters Melanocytic cell state","AOC2"
"848","Wouters Melanocytic cell state","FAM149A"
"849","Wouters Melanocytic cell state","FAM81A"
"850","Wouters Melanocytic cell state","AMDHD2"
"851","Wouters Melanocytic cell state","TANGO2"
"852","Wouters Melanocytic cell state","CTD-2008A1.2"
"853","Wouters Melanocytic cell state","ZNF106"
"854","Wouters Melanocytic cell state","XXbac-B444P24.10"
"855","Wouters Melanocytic cell state","CLCN7"
"856","Wouters Melanocytic cell state","TIMM50"
"857","Wouters Melanocytic cell state","LINC00263"
"858","Wouters Melanocytic cell state","CYTH3"
"859","Wouters Melanocytic cell state","RGS12"
"860","Wouters Melanocytic cell state","KCNH8"
"861","Wouters Melanocytic cell state","MXI1"
"862","Wouters Melanocytic cell state","STXBP6"
"863","Wouters Melanocytic cell state","ENTPD1"
"864","Wouters Melanocytic cell state","PIP4K2A"
"865","Wouters Melanocytic cell state","C9orf96"
"866","Wouters Melanocytic cell state","SRRM3"
"867","Wouters Melanocytic cell state","CYP51A1"
"868","Wouters Melanocytic cell state","RPS6KA5"
"869","Wouters Melanocytic cell state","DSTYK"
"870","Wouters Melanocytic cell state","TRIB2"
"871","Wouters Melanocytic cell state","SLC7A5"
"872","Wouters Melanocytic cell state","SIRPA"
"873","Wouters Melanocytic cell state","PRUNE2"
"874","Wouters Melanocytic cell state","EEPD1"
"875","Wouters Melanocytic cell state","RP3-439F8.1"
"876","Wouters Melanocytic cell state","MCOLN2"
"877","Wouters Melanocytic cell state","PDGFD"
"878","Wouters Melanocytic cell state","OSTM1"
"879","Wouters Melanocytic cell state","QDPR"
"880","Wouters Melanocytic cell state","PSEN2"
"881","Wouters Melanocytic cell state","PRAME"
"882","Wouters Melanocytic cell state","ETV5"
"883","Wouters Melanocytic cell state","TMEM169"
"884","Wouters Melanocytic cell state","RP11-312B8.1"
"885","Wouters Melanocytic cell state","RP11-342M1.3"
"886","Wouters Melanocytic cell state","EPB41"
"887","Wouters Melanocytic cell state","TRPM8"
"888","Wouters Melanocytic cell state","RP11-173M11.2"
"889","Wouters Melanocytic cell state","CPM"
"890","Wouters Melanocytic cell state","PLA2G6"
"891","Wouters Melanocytic cell state","KCNIP2"
"892","Wouters Melanocytic cell state","PIK3R3"
"893","Wouters Melanocytic cell state","LYL1"
"894","Wouters Melanocytic cell state","MYCL"
"895","Wouters Melanocytic cell state","FAM124A"
"896","Wouters Melanocytic cell state","STX3"
"897","Wouters Melanocytic cell state","GPRC5B"
"898","Wouters Melanocytic cell state","BCL7A"
"899","Wouters Melanocytic cell state","TCTEX1D4"
"900","Wouters Melanocytic cell state","GAS7"
"901","Wouters Melanocytic cell state","AP1S2"
"902","Wouters Melanocytic cell state","FAM69B"
"903","Wouters Melanocytic cell state","TLE6"
"904","Wouters Melanocytic cell state","AATK"
"905","Wouters Melanocytic cell state","OSGIN1"
"906","Wouters Melanocytic cell state","HAGHL"
"907","Wouters Melanocytic cell state","GDF15"
"908","Wouters Melanocytic cell state","VWF"
"909","Wouters Melanocytic cell state","CTSH"
"910","Wouters Melanocytic cell state","ANXA13"
"911","Wouters Melanocytic cell state","FAM132B"
"912","Wouters Melanocytic cell state","GPR19"
"913","Wouters Melanocytic cell state","EN2"
"914","Wouters Melanocytic cell state","M1AP"
"915","Wouters Melanocytic cell state","DYNC1I1"
"916","Wouters Melanocytic cell state","LRRC8B"
"917","Wouters Melanocytic cell state","C9orf91"
"918","Wouters Melanocytic cell state","SDCBP"
"919","Wouters Melanocytic cell state","ECHDC3"
"920","Wouters Melanocytic cell state","BIK"
"921","Wouters Melanocytic cell state","AC064875.2"
"922","Wouters Melanocytic cell state","CLCN5"
"923","Wouters Melanocytic cell state","MMP17"
"924","Wouters Melanocytic cell state","FHIT"
"925","Wouters Melanocytic cell state","DDI2"
"926","Wouters Melanocytic cell state","LURAP1"
"927","Wouters Melanocytic cell state","TRIB3"
"928","Wouters Melanocytic cell state","GEMIN8P4"
"929","Wouters Melanocytic cell state","HUS1B"
"930","Wouters Melanocytic cell state","RP11-509E16.1"
"931","Wouters Melanocytic cell state","ATOX1"
